pl_name,pl_letter,hostname,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_trandep,pl_trandur,pl_ratror,pl_ratdor,pl_imppar,disc_year,discoverymethod,disc_facility,disc_telescope,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_met,st_rotp,st_spectype,sy_snum,sy_pnum,sy_mnum,sy_dist,ra,dec,rastr,decstr,glat,glon,x,y,z,cb_flag,pl_controv_flag,tran_flag,rv_flag,ttv_flag,sy_vmag,sy_kmag,sy_gaiamag,sy_tmag,tic_id,gaia_dr3_id,star_class,planet_type,planet_subtype,habitability_score,distance_display,period_display,mass_display,radius_display,x_pc,y_pc,z_pc,distance_ly,is_habitable_zone,is_earth_like
GJ 15 A c,c,GJ 15 A,6.67,0.595,36.0,0.1132681,Msini,0.667,,,7600.0,5.4,0.27,,,,,,,2018,Radial Velocity,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,3607.0,0.38,0.38,-1.655,4.87,,8.374114,-0.34,,M1,2,2,0,3.56228,4.6126677,44.0247296,00h18m27.04s,+44d01m29.03s,-18.44687,116.69017,0.7167110277365871,0.0578246885716676,0.6949687821135238,0,0,0,1,0,8.09,4.018,7.2162,6.229,TIC 440109725,Gaia DR3 385334230892516480,M,Neptune-like,Ice Giant,12.0,11.6 light-years,20.8 years,36 Earth masses,6.7 Earth radii,2.5531253598854895,0.20598773160508005,2.475673393147363,11.6185899568,False,False
WASP-181 b,b,WASP-181,13.271456,1.184,95.03117,0.299,Mass,0.237,1186.0,382.4492,4.5195064,0.05427,,88.38,1.59,3.0648,0.1261,12.09,0.34,2019,Transit,SuperWASP,Canon 200mm f/1.8L,5839.0,0.965,1.04,0.04879,4.487,2.5,1.64,0.09,,G2,1,1,0,437.495,26.7932253,3.1329325,01h47m10.37s,+03d07m58.56s,-56.88631,149.04363,0.8913050054860497,0.4500982835174359,0.0546527434825614,0,0,1,1,0,12.924,11.443,12.783,12.3553,TIC 293457754,Gaia DR3 2512413932376364288,G,Gas Giant,Hot Jupiter,20.0,1.4k light-years,4.5 days,95 Earth masses,1.2 Jupiter radii,389.94148337511933,196.91574854746062,23.910302009903198,1426.9161921999998,False,False
HD 2685 b,b,HD 2685,16.14096,1.44,371.8611,1.17,Mass,0.486,2061.0,1436.49,4.12688,0.0568,0.091,89.252,1.0831,4.405,0.09467,7.6974,0.258,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,6801.0,1.56,1.43,0.66839,4.21,1.31,0.514619,0.02,,,1,1,0,196.852,7.3289156,-76.304032,00h29m18.94s,-76d18m14.52s,-40.74999,304.65803,0.2348354119215213,0.0302035777065952,-0.9715657842891396,0,0,1,1,0,9.595,8.595,9.52025,9.2205,TIC 267263253,Gaia DR3 4684205720883329920,,Gas Giant,Hot Jupiter,0.0,642 light-years,4.1 days,1.2 Jupiter masses,1.4 Jupiter radii,46.22782050757531,5.945634678698679,-191.25466776888572,642.04460912,False,False
EPIC 212737443 b,b,EPIC 212737443,2.586,0.23070747,7.2,0.0227,M-R relationship,2.29,536.0,,13.603,0.098,0.2,89.071,0.11,2.976,0.0352,31.994,0.479,2019,Transit,K2,0.95 m Kepler Telescope,4684.0,0.673,0.69,-0.75057,4.622,,3.19,-0.137,,K3,1,2,0,336.25,204.2215065,-7.3180577,13h36m53.16s,-07d19m05.01s,53.83847,322.27085,-0.9045376233011811,-0.4069234981964364,-0.1273772140071577,0,0,1,0,0,14.81,12.16,14.4776,13.803,TIC 670036,Gaia DR3 3630680754621236096,K,Sub-Neptune,Mini-Neptune,28.0,1.1k light-years,13.6 days,7.2 Earth masses,2.6 Earth radii,-304.15077583502216,-136.82802626855175,-42.83058820990678,1096.6995499999998,False,False
KMT-2017-BLG-0165L b,b,KMT-2017-BLG-0165L,6.45,0.575,34.0,0.11,Mass,0.696,,,,3.45,,,,,,,,2018,Microlensing,KMTNet,1.6 m wide-field telescope,,,0.76,,,,,,,,1,1,0,4530.0,269.6496667,-28.1336694,17h58m35.92s,-28d08m01.21s,-2.04368,2.1434,-0.0053920114487744,-0.8818334423535318,-0.4715301752374458,0,0,0,0,0,,,,,,,,Neptune-like,Ice Giant,0.0,14.8k light-years,,34 Earth masses,6.5 Earth radii,-24.42581186294803,-3994.705493861499,-2136.031693825629,14774.8668,False,False
WASP-178 b,b,WASP-178,20.28829,1.81,527.5978,1.66,Mass,0.37,2470.0,5550.0,3.3448285,0.0558,0.0,85.7,1.243,3.4704,0.11066,7.17,0.54,2019,Transit,WASP-South,Canon 200mm f/1.8L,9360.0,1.67,2.07,1.21484,4.31,0.43,0.62,0.21,,A1 IV-V,1,1,0,427.678,227.270329,-42.7049658,15h09m04.88s,-42d42m17.88s,13.31509,328.19379,-0.4986291828680388,-0.5397981189000034,-0.6782233620455504,0,0,1,1,0,9.946,9.703,9.91226,9.8787,TIC 160708862,Gaia DR3 6003809889735481856,A,Gas Giant,Hot Jupiter,5.0,1.4k light-years,3.3 days,1.7 Jupiter masses,1.8 Jupiter radii,-213.2527316706371,-230.85977989491565,-290.0612110329169,1394.89745768,False,False
WASP-192 b,b,WASP-192,13.78707,1.23,731.009,2.3,Mass,1.62,1620.0,471.142,2.8786765,0.0408,0.0,82.7,0.926,2.3136,0.0962,6.65,0.84,2019,Transit,WASP-South,Canon 200mm f/1.8L,5910.0,1.32,1.09,0.28203,4.236,5.7,0.671,0.14,,G0 V,1,1,0,508.885,223.6587187,-38.7445469,14h54m38.09s,-38d44m40.37s,18.11147,327.7775,-0.5642620167728796,-0.5384432188893632,-0.6258492441950086,0,0,1,1,0,12.678,11.137,12.5347,12.1014,TIC 160578764,Gaia DR3 6198312362812872320,G,Gas Giant,Hot Jupiter,20.0,1.7k light-years,2.9 days,2.3 Jupiter masses,1.2 Jupiter radii,-287.14447640546683,-274.0056774445136,-318.485292632177,1659.7589606,False,False
Kepler-47 b,b,Kepler-47,3.05,0.27210277,2.07,0.00651292,Mass,0.4,,,49.4643,0.2877,0.021,89.752,,,0.02984,,,2012,Transit,Kepler,0.95 m Kepler Telescope,5636.0,0.936,0.957,-0.076,4.492,,1.65,-0.25,,,2,3,0,1025.02,295.2978883,46.9204303,19h41m11.49s,+46d55m13.55s,11.66115,80.00709,0.2918683764129485,-0.6175112282770208,0.7304058692274277,1,0,1,1,1,15.31,13.535,15.1626,14.6715,TIC 271548206,Gaia DR3 2080506523540902912,,Sub-Neptune,Mini-Neptune,0.0,3.3k light-years,1.6 months,2.1 Earth masses,3.0 Earth radii,299.17092319080047,-632.9613592085118,748.6806240754979,3343.1642312,False,False
LSPM J2116+0234 b,b,LSPM J2116+0234,3.71,0.331,13.3,0.04184627,Msini,1.43,,,14.4399,0.0876,0.183,,,,,,,2019,Radial Velocity,Calar Alto Observatory,3.5 m telescope,3475.0,0.431,0.43,-1.69897,4.95,2.0,7.517899,-0.05,42.0,M3.0 V,1,1,0,17.6297,319.1147513,2.5807711,21h16m27.54s,+02d34m50.78s,-30.34854,53.9463,0.7552552082406844,-0.6538823094000362,0.0450277234489568,0,0,0,1,0,11.961,7.324,10.8595,9.68194,TIC 387518186,Gaia DR3 2692455319291894400,M,Sub-Neptune,Mini-Neptune,12.0,57.5 light-years,14.4 days,13 Earth masses,3.7 Earth radii,13.314922744720793,-11.52774895002982,0.7938252560880737,57.500324332,False,False
KELT-23 A b,b,KELT-23 A,14.829507,1.323,298.12454,0.938,Mass,0.503,1561.0,991.183,2.255251,0.03302,0.0,85.37,1.864,2.38104,0.1365,7.13,0.576,2019,Transit,KELT-North,Mamiya 645 80mm f/1.9,5899.0,0.996,0.944,0.03383,4.417,6.4,1.349,-0.105,,G2 V,2,1,0,126.261,232.1466406,66.3587097,15h28m35.19s,+66d21m31.35s,43.94313,102.28211,-0.2460764165265606,-0.3166304809053862,0.9160739794312852,0,0,1,1,0,10.308,8.904,10.182,9.76703,TIC 458478250,Gaia DR3 1644692064543192704,G,Gas Giant,Hot Jupiter,20.0,412 light-years,2.3 days,298 Earth masses,1.3 Jupiter radii,-31.069854427060065,-39.97808114959496,115.66441671697349,411.80782716,False,False
NSVS 14256825 b,b,NSVS 14256825,12.3,1.1,4497.2945,14.15,Msini,13.3,,,3225.0,3.12,0.12,,,,,,,2019,Eclipse Timing Variations,Multiple Observatories,Multiple Telescopes,40000.0,0.188,0.419,1.97364,5.49946,,80.391397,,,,2,1,0,820.877,305.001946,4.6323715,20h20m00.47s,+04d37m56.54s,-17.30896,47.68869,0.5717305266140957,-0.8164567907936064,0.0807620808583691,1,0,0,0,0,13.296,13.945,13.2452,13.384,TIC 404635917,Gaia DR3 4245906369913936000,,Gas Giant,Brown Dwarf Candidate,0.0,2.7k light-years,8.8 years,14.2 Jupiter masses,1.1 Jupiter radii,469.32043949539906,-670.2106010562833,66.29573464877545,2677.3395881199995,False,False
HD 106315 c,c,HD 106315,4.35,0.38808101,15.2,0.04782431,Mass,1.01,886.0,97.0,21.05704,0.1536,0.22,88.61,0.10069865,4.638,0.03086,25.5,0.52,2017,Transit,K2,0.95 m Kepler Telescope,6327.0,1.296,1.091,0.39454,4.252,4.48,0.977063,-0.311,,F5 V,1,2,0,109.353,183.4724742,-0.3934357,12h13m53.39s,-00d23m36.37s,61.03534,283.25037,-0.9981404791830693,-0.060567584764965,-0.0068666943962627,0,0,1,1,1,8.951,7.853,8.88841,8.56338,TIC 56815340,Gaia DR3 3698307419878650240,F,Neptune-like,Ice Giant,15.0,357 light-years,21.1 days,15 Earth masses,4.3 Earth radii,-109.14965582010616,-6.623247096803217,-0.750893632314515,356.66137067999995,False,False
Kepler-82 f,f,Kepler-82,4.84,0.432,20.9,0.06575842,Mass,1.01,,,75.732,0.3395,0.0014,86.3,,,,,,2019,Transit Timing Variations,KOINet,Multiple Telescopes,5401.0,0.898,0.91,-0.18507,4.49,1.41,1.77,0.2107,,,1,5,0,904.326,292.8733696,42.9661583,19h31m29.61s,+42d57m58.17s,11.39306,75.61681,0.2844306025601278,-0.6742155849760527,0.6815662677265371,0,0,0,0,0,15.131,13.518,15.1377,14.6108,TIC 63372898,Gaia DR3 2125850623586710400,,Neptune-like,Ice Giant,0.0,2.9k light-years,2.5 months,21 Earth masses,4.8 Earth radii,257.2179890907901,-609.7106830990539,616.3580966280683,2949.51350856,False,False
GJ 27.1 b,b,GJ 27.1,3.66,0.327,13.0,0.04090237,Msini,1.46,,,15.819,0.101,0.08,,,,,,,2014,Radial Velocity,Multiple Observatories,Multiple Telescopes,3542.0,0.518887,0.53,-1.58503,4.72092,,5.21124,,,M0.5 V,1,1,0,23.6062,9.9980016,-44.2541679,00h39m59.52s,-44d15m15.00s,-72.72011,309.84569,0.7053740545254205,0.1243511100374944,-0.6978425643616275,0,0,0,1,0,11.45,7.394,10.579,9.54228,TIC 80417903,Gaia DR3 4980466929965023104,M,Sub-Neptune,Mini-Neptune,12.0,77.0 light-years,15.8 days,13 Earth masses,3.7 Earth radii,16.65120100593798,2.9354571737671002,-16.473411142833452,76.993037672,False,False
GJ 160.2 b,b,GJ 160.2,3.17,0.283,10.2,0.03209263,Msini,1.76,,,5.2354,0.053,0.06,,,,,,,2014,Radial Velocity,Multiple Observatories,Multiple Telescopes,4347.0,0.655173,0.69,-0.79588,4.61312,,3.129659,,43.6,M0 V,1,1,0,25.8557,61.6454173,-20.8564724,04h06m34.90s,-20d51m23.30s,-45.26015,215.8726,0.4438073052564202,0.8223618485042792,-0.3560281813644244,0,0,0,1,0,9.7,6.702,9.20154,8.4665,TIC 178351350,Gaia DR3 5091077112524265344,M,Sub-Neptune,Mini-Neptune,12.0,84.3 light-years,5.2 days,10 Earth masses,3.2 Earth radii,11.474948542518423,21.26274124637209,-9.205357848904146,84.32991689199999,False,False
GJ 143 b,b,GJ 143,2.61,0.2328486,22.7,0.07142183,Mass,7.0,422.0,10.8612,35.61253,0.1915,0.188,89.33,0.1575,3.23,0.035,60.1,0.587,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,4640.0,0.695,0.73,-0.6862,4.613,3.8,3.03,0.003,,K4.5,1,2,0,16.32,51.7501882,-63.500166,03h27m00.05s,-63d30m00.60s,-45.82079,279.23027,0.2762356100963812,0.35040556830582,-0.8949356543433473,0,0,1,1,0,8.08,5.375,7.67906,6.9934,TIC 279741379,Gaia DR3 4673947174316727040,K,Sub-Neptune,Mini-Neptune,28.0,53.2 light-years,1.2 months,23 Earth masses,2.6 Earth radii,4.508165156772941,5.718618874750982,-14.605349878883429,53.228659199999996,False,False
Kepler-47 d,d,Kepler-47,7.04,0.62806673,19.02,0.05984331,Mass,0.3,,,187.366,0.6992,0.024,90.395,,,0.06873,,,2019,Transit,Kepler,0.95 m Kepler Telescope,5636.0,0.936,0.957,-0.076,4.492,,1.65,-0.25,,,2,3,0,1025.02,295.2978883,46.9204303,19h41m11.49s,+46d55m13.55s,11.66115,80.00709,0.2918683764129485,-0.6175112282770208,0.7304058692274277,1,0,1,0,1,15.31,13.535,15.1626,14.6715,TIC 271548206,Gaia DR3 2080506523540902912,,Neptune-like,Ice Giant,0.0,3.3k light-years,6.2 months,19 Earth masses,7.0 Earth radii,299.17092319080047,-632.9613592085118,748.6806240754979,3343.1642312,False,False
WASP-87 b,b,WASP-87,15.524465,1.385,692.8694,2.18,Mass,1.02,2049.54,4170.0965,1.682795,0.02946,0.0,81.07,0.765,3.0314666,0.08746,3.89,0.604,2016,Transit,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,6450.0,1.627,1.204,0.53683,4.32,,0.479046,,,,2,1,0,298.392,185.3246821,-52.8408163,12h21m17.92s,-52d50m26.94s,9.76096,298.32215,-0.6014250220681051,-0.0560538367205773,-0.796960419480969,0,0,1,1,0,10.727,9.552,10.7091,10.349,TIC 15445551,Gaia DR3 6077185317188247936,,Gas Giant,Hot Jupiter,0.0,973 light-years,1.7 days,2.2 Jupiter masses,1.4 Jupiter radii,-179.46041518494602,-16.7260164467265,-237.80661348976528,973.2234115199999,False,False
Kepler-82 b,b,Kepler-82,4.07,0.36310108,12.15,0.03822798,Mass,0.98,562.0,19.558,26.44,0.1683,0.0033,89.052,0.18435,3.9783,0.04159,41.47,0.641,2012,Transit,Kepler,0.95 m Kepler Telescope,5401.0,0.898,0.91,-0.18507,4.49,1.41,1.77,0.2107,,,1,5,0,904.326,292.8733696,42.9661583,19h31m29.61s,+42d57m58.17s,11.39306,75.61681,0.2844306025601278,-0.6742155849760527,0.6815662677265371,0,0,1,0,1,15.131,13.518,15.1377,14.6108,TIC 63372898,Gaia DR3 2125850623586710400,,Neptune-like,Ice Giant,0.0,2.9k light-years,26.4 days,12 Earth masses,4.1 Earth radii,257.2179890907901,-609.7106830990539,616.3580966280683,2949.51350856,False,False
GJ 682 b,b,GJ 682,1.93,0.173,4.4,0.01384388,Msini,3.36,,,17.478,0.08,0.08,,,,,,,2014,Radial Velocity,Multiple Observatories,Multiple Telescopes,3028.0,0.298255,0.27,-2.69897,4.92764,,14.592971,,,M3.5 V,1,2,0,5.00671,264.2610245,-44.3232519,17h37m02.65s,-44d19m23.71s,-6.63429,345.9806,-0.0715385019026658,-0.7118234519684987,-0.6987056719199957,0,0,0,1,0,10.94,5.606,9.57025,8.24607,TIC 16909043,Gaia DR3 5955305209191546112,M,Super-Earth,Super-Earth,32.0,16.3 light-years,17.5 days,4.4 Earth masses,1.93 Earth radii,-0.35817253286109585,-3.563893595205202,-3.4982166746585617,16.3296850676,False,False
OGLE-2015-BLG-1649L b,b,OGLE-2015-BLG-1649L,13.2,1.18,807.0,2.54,Mass,1.93,,,,2.07,,,,,,,,2019,Microlensing,OGLE,1.3 m Warsaw University Telescope,,,0.34,,,,,,,,1,1,0,4230.0,271.2050417,-32.6330278,18h04m49.21s,-32d37m58.90s,-5.42183,358.8755,0.0177105716258921,-0.8419554354078591,-0.5392563216503322,0,0,0,0,0,,,,,,,,Gas Giant,Jovian,0.0,13.8k light-years,,2.5 Jupiter masses,1.2 Jupiter radii,74.91571797752358,-3561.471491775244,-2281.054240580905,13796.398799999999,False,False
HD 21749 c,c,GJ 143,0.892,0.07957891,3.7,0.01164144,Mass,31.93,701.0,144.765,7.78993,0.0695,,88.9,0.0194,2.515,0.01196,21.8,0.42,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,4640.0,0.695,0.73,-0.6862,4.613,3.8,3.03,0.003,,K4.5,1,2,0,16.32,51.7501882,-63.500166,03h27m00.05s,-63d30m00.60s,-45.82079,279.23027,0.2762356100963812,0.35040556830582,-0.8949356543433473,0,0,1,0,0,8.08,5.375,7.67906,6.9934,TIC 279741379,Gaia DR3 4673947174316727040,K,Sub-Earth,Rocky,48.0,53.2 light-years,7.8 days,3.7 Earth masses,0.89 Earth radii,4.508165156772941,5.718618874750982,-14.605349878883429,53.228659199999996,False,True
HD 117207 b,b,HD 117207,13.4,1.19,669.34662514,2.106,Mass,1.53,,,2621.75,3.787,0.157,76.6,,,,,,2004,Radial Velocity,W. M. Keck Observatory,10 m Keck I Telescope,5732.0,1.074,1.053,0.06566,4.371,4.192,0.945678,0.19,39.0,G7 IV-V,1,1,0,32.3547,202.3368806,-35.5713041,13h29m20.85s,-35d34m16.69s,26.66515,311.55142,-0.7523595479731152,-0.3091310323071922,-0.581715665457257,0,0,0,1,0,7.26,5.65,7.07737,6.6189,TIC 405501056,Gaia DR3 6166183842771027328,G,Gas Giant,Jovian,20.0,106 light-years,7.2 years,2.1 Jupiter masses,1.2 Jupiter radii,-24.34236746680575,-10.00184181098951,-18.821235841169912,105.52679533199999,False,False
HD 114729 b,b,HD 114729,13.9,1.24,262.20975,0.825,Msini,0.537,,,1121.79,2.067,0.079,,,,,,,2002,Radial Velocity,W. M. Keck Observatory,10 m Keck I Telescope,5844.0,1.473,0.936,0.42095,4.046,10.116,0.374829,-0.33,34.0,G0 V,2,1,0,37.8063,198.1833997,-31.8746756,13h12m44.02s,-31d52m28.83s,30.77939,308.19408,-0.8067979918565295,-0.2650026856256656,-0.5280630425881516,0,0,0,1,0,6.68,5.136,6.51382,6.0903,TIC 124401411,Gaia DR3 6180035765135232128,G,Gas Giant,Jovian,20.0,123 light-years,3.1 years,262 Earth masses,1.2 Jupiter radii,-30.502046919525508,-10.018771033569601,-19.964109807000437,123.30751582799999,False,False
HD 126525 b,b,HD 126525,10.3,0.919,75.32571,0.237,Msini,0.379,,,960.41,1.837,0.035,,,,,,,2018,Radial Velocity,La Silla Observatory,3.6 m ESO Telescope,5638.0,0.979,0.897,-0.0403,4.382,9.67,1.417214,-0.1,40.0,G4 V,1,1,0,37.6506,216.8852514,-51.9329118,14h27m32.46s,-51d55m58.48s,8.17624,317.62367,-0.4931678395850067,-0.3700824148639788,-0.7872893294129566,0,0,0,1,0,7.85,6.215,7.66978,7.2231,TIC 333459486,Gaia DR3 5898641087150340224,G,Gas Giant,Jovian,20.0,123 light-years,2.6 years,75 Earth masses,10.3 Earth radii,-18.568065061079253,-13.933824969077719,-29.641915625995463,122.79969093599998,False,False
NY Vir b,b,NY Vir,13.3,1.19,730.978,2.3,Mass,1.71,,,3160.0,3.3,0.15,,,,,,,2011,Eclipse Timing Variations,Multiple Observatories,Multiple Telescopes,32780.0,0.151,0.459,1.37508,5.74193,,187.952403,,,,2,2,0,544.024,204.7005847,-2.0303873,13h38m48.14s,-02d01m49.39s,58.68771,326.17234,-0.9079335337213732,-0.417613992763543,-0.0354295271251485,1,0,0,0,0,13.496,14.635,13.3943,14.021,TIC 175402069,Gaia DR3 3637481302758519040,,Gas Giant,Jovian,0.0,1.8k light-years,8.7 years,2.3 Jupiter masses,1.2 Jupiter radii,-493.93763274923634,-227.19203479919372,-19.274513064731785,1774.36691744,False,False
NY Vir c,c,NY Vir,12.8,1.14,1760.7782,5.54,Msini,4.61,,,8799.0,,0.15,,,,,,,2019,Eclipse Timing Variations,Winer Observatory,0.51 m Telescope,32780.0,0.151,0.459,1.37508,5.74193,,187.952403,,,,2,2,0,544.024,204.7005847,-2.0303873,13h38m48.14s,-02d01m49.39s,58.68771,326.17234,-0.9079335337213732,-0.417613992763543,-0.0354295271251485,1,0,0,0,0,13.496,14.635,13.3943,14.021,TIC 175402069,Gaia DR3 3637481302758519040,,Gas Giant,Jovian,0.0,1.8k light-years,24.1 years,5.5 Jupiter masses,1.1 Jupiter radii,-493.93763274923634,-227.19203479919372,-19.274513064731785,1774.36691744,False,False
NGTS-5 b,b,NGTS-5,12.733424,1.136,72.78307,0.229,Mass,0.194,952.0,101.253,3.3569866,0.0382,0.0,86.6,2.624,2.21,0.1579,11.111,,2019,Transit,Next-Generation Transit Survey (NGTS),20 cm NGTS telescope,4987.0,0.739,0.661,-0.51087,4.52,,2.812251,0.12,,K2 V,1,1,0,306.779,221.0582692,5.6053735,14h44m13.98s,+05d36m19.34s,55.60336,359.28428,-0.750436340016833,-0.6536854383479257,0.097676236997646,0,0,1,1,0,13.789,11.612,13.526,12.9463,TIC 368739874,Gaia DR3 1159042833731813760,K,Gas Giant,Jovian,18.0,1.0k light-years,3.4 days,73 Earth masses,1.1 Jupiter radii,-230.21810995402402,-200.53696509093828,29.965018309900838,1000.5781152399999,False,False
Qatar-10 b,b,Qatar-10,17.295487,1.543,233.92288,0.736,Mass,0.248,1955.0,1816.48,1.645321,0.0286,0.0,85.87,1.931,2.772,0.1265,4.9,0.379,2019,Transit,Qatar,Canon 400mm f/2.8L,6124.0,1.254,1.156,0.29951,4.303,3.2,0.823,0.016,,F7 V,1,1,0,559.068,284.4439052,69.5708373,18h57m46.54s,+69d34m15.01s,24.75349,100.33669,0.0870640167746855,-0.3380164294599195,0.9371044501005342,0,0,1,1,0,12.868,11.382,12.6978,12.2856,TIC 229791084,Gaia DR3 2262322556576778752,F,Gas Giant,Hot Jupiter,15.0,1.8k light-years,1.6 days,234 Earth masses,1.5 Jupiter radii,48.67470573018987,-188.97416918529828,523.9051107088054,1823.4338260799998,False,False
HD 143361 b,b,HD 143361,12.9,1.15,1382.55357045,4.35,Mass,3.54,,,1039.15,1.988,0.197,50.0,,,,,,2008,Radial Velocity,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,5507.0,0.916,0.968,-0.09151,4.472,2.942,1.244573,0.14,42.0,G6 V,1,1,0,68.5146,240.4588405,-44.4350575,16h01m50.12s,-44d26m06.21s,6.27404,334.96858,-0.3520586628544791,-0.621219901124718,-0.7001003730578292,0,0,0,1,0,9.2,7.488,9.01602,8.5341,TIC 255480497,Gaia DR3 5991331601015519104,G,Gas Giant,Jovian,20.0,223 light-years,2.8 years,4.4 Jupiter masses,1.2 Jupiter radii,-24.121158462009497,-42.56263303759961,-47.967097019907946,223.464478776,False,False
HD 152079 b,b,HD 152079,13.2,1.18,845.74563,2.661,Msini,2.02,,,2918.92,4.187,0.532,,,,,,,2009,Radial Velocity,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,5907.0,1.128,1.147,0.10721,4.365,1.622,0.891275,0.29,31.0,G6 V,1,1,0,87.8888,253.3732313,-46.3333582,16h53m29.58s,-46d20m00.09s,-1.56882,339.89168,-0.1975659018337152,-0.6615924914919593,-0.7233692622956082,0,0,0,1,0,9.18,7.634,9.01051,8.5703,TIC 246835467,Gaia DR3 5939949051801737472,G,Gas Giant,Jovian,20.0,287 light-years,8.0 years,2.7 Jupiter masses,1.2 Jupiter radii,-17.36383003308303,-58.14657016623852,-63.57605642004625,286.654594528,False,False
K2-43 c,c,K2-43,2.42,0.21589794,6.44,0.0203,M-R relationship,2.5,1093.7,,2.198884,,,89.26,0.163,1.44,0.02319,5.9,0.14,2019,Transit,K2,0.95 m Kepler Telescope,3840.6,0.542,0.571,-1.21241,4.68275,,4.398841,,,,1,2,0,182.536,169.117028,-3.9754405,11h16m28.09s,-03d58m31.59s,51.36053,262.89727,-0.979652001564201,0.1883493137255755,-0.0693288673667711,0,0,1,0,0,15.748,11.577,14.8215,13.7701,TIC 443616612,Gaia DR3 3789847707126025600,,Sub-Neptune,Lava World,10.0,595 light-years,2.2 days,6.4 Earth masses,2.4 Earth radii,-178.821757757523,34.38053033021165,-12.65501413366093,595.3521161599999,False,False
V1298 Tau b,b,V1298 Tau,10.27,0.916,203.41018048,0.64,Mass,1.2,677.0,35.0,24.1396,0.1688,0.29,89.0,0.5,6.42,0.07,27.0,0.46,2019,Transit,K2,0.95 m Kepler Telescope,4941.0,1.345,1.101,-0.02045,4.227,0.023,0.679,0.1,2.87,K1,3,4,0,108.199,61.331654,20.1570318,04h05m19.60s,+20d09m25.31s,-23.37696,172.89486,0.4503556475644936,0.8236713937072111,0.3445942917333164,0,0,1,1,1,10.115,8.094,10.0702,9.4901,TIC 15756231,Gaia DR3 51886335968692480,K,Gas Giant,Jovian,18.0,353 light-years,24.1 days,203 Earth masses,10.3 Earth radii,48.72803071083064,89.12042112772653,37.2847577712531,352.89753043999997,False,False
V1298 Tau c,c,V1298 Tau,5.59,0.499,76.27881768,0.24,Mass,3.5,968.0,146.0,8.24958,0.0825,0.43,88.49,,4.66,0.0381,13.19,0.34,2019,Transit,K2,0.95 m Kepler Telescope,4941.0,1.345,1.101,-0.02045,4.227,0.023,0.679,0.1,2.87,K1,3,4,0,108.199,61.331654,20.1570318,04h05m19.60s,+20d09m25.31s,-23.37696,172.89486,0.4503556475644936,0.8236713937072111,0.3445942917333164,0,0,1,0,1,10.115,8.094,10.0702,9.4901,TIC 15756231,Gaia DR3 51886335968692480,K,Neptune-like,Ice Giant,18.0,353 light-years,8.2 days,76 Earth masses,5.6 Earth radii,48.72803071083064,89.12042112772653,37.2847577712531,352.89753043999997,False,False
HD 211970 b,b,HD 211970,3.66,0.327,13.0,0.04090237,Msini,1.46,,,25.201,0.143,0.15,,,,,,,2019,Radial Velocity,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,4127.0,0.574175,0.61,-1.06479,4.6921,,4.237698,,,K7 V,1,1,0,13.1277,335.5661579,-54.5596006,22h22m15.88s,-54d33m34.56s,-51.44875,337.2469,0.5279236032723444,-0.239852853231511,-0.8147191405046572,0,0,0,1,0,10.24,5.663,8.40444,7.6014,TIC 231704229,Gaia DR3 6508401923473282432,K,Sub-Neptune,Mini-Neptune,18.0,42.8 light-years,25.2 days,13 Earth masses,3.7 Earth radii,6.930422686678357,-3.1487163013673074,-10.69538846080299,42.816781212,False,False
HIP 35173 b,b,HIP 35173,3.61,0.322,12.7,0.03995847,Msini,1.48,,,41.516,0.217,0.16,,,,,,,2019,Radial Velocity,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,4881.0,0.773404,0.79,-0.51439,4.51894,,2.110707,,,K2 V,1,1,0,33.1562,109.0449329,-3.6661273,07h16m10.78s,-03d39m58.06s,3.81532,219.02671,-0.3256417939189589,0.9433285744210498,-0.0639423391345048,0,0,0,1,0,9.01,6.674,8.70829,8.1003,TIC 50992589,Gaia DR3 3059948148669499008,K,Sub-Neptune,Mini-Neptune,18.0,108 light-years,1.4 months,13 Earth masses,3.6 Earth radii,-10.797044447535786,31.27719087921921,-2.120084984811468,108.14093567199998,False,False
