pl_name,pl_letter,hostname,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_trandep,pl_trandur,pl_ratror,pl_ratdor,pl_imppar,disc_year,discoverymethod,disc_facility,disc_telescope,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_met,st_rotp,st_spectype,sy_snum,sy_pnum,sy_mnum,sy_dist,ra,dec,rastr,decstr,glat,glon,x,y,z,cb_flag,pl_controv_flag,tran_flag,rv_flag,ttv_flag,sy_vmag,sy_kmag,sy_gaiamag,sy_tmag,tic_id,gaia_dr3_id,star_class,planet_type,planet_subtype,habitability_score,distance_display,period_display,mass_display,radius_display,x_pc,y_pc,z_pc,distance_ly,is_habitable_zone,is_earth_like
Kepler-272 c,c,Kepler-272,1.79,0.16,97.8,0.308,Mass,93.7,947.0,310.76,6.057342,0.061,0.0,88.98,0.03852,3.695,0.017666,12.626,0.03,2014,Transit,Kepler,0.95 m Kepler Telescope,5297.0,0.929,0.91,0.06634,4.426,13.18,0.57,0.04,,,1,3,0,889.608,299.1275257,47.5938319,19h56m30.61s,+47d35m37.79s,9.70399,81.87731,0.3282588177944914,-0.5890985232411298,0.738382745231281,0,0,1,0,0,14.811,12.708,14.6591,14.0701,TIC 268704766,Gaia DR3 2085701097508446464,,Super-Earth,Dense Super-Earth,20.0,2.9k light-years,6.1 days,98 Earth masses,1.79 Earth radii,292.02167038052187,-524.0667590634949,656.8711972197094,2901.5098684799996,False,False
Kepler-152 c,c,Kepler-152,2.39,0.213,6.3,0.0198,M-R relationship,2.54,326.0,2.57,88.255055,0.356,0.0,89.37,0.11322,4.036,0.030838,166.3,0.25,2014,Transit,Kepler,0.95 m Kepler Telescope,5088.0,0.724,0.779,-0.46488,4.605,2.0,1.86,-0.12,,,1,2,0,441.09,286.8653826,41.9889571,19h07m27.69s,+41d59m20.25s,15.00096,72.79154,0.2156415950841562,-0.7113048638645852,0.6689873639405641,0,0,1,0,0,14.379,12.301,14.2437,13.6825,TIC 158387462,Gaia DR3 2105435544515167232,,Sub-Neptune,Mini-Neptune,35.0,1.4k light-years,2.9 months,6.3 Earth masses,2.4 Earth radii,95.11735117567045,-313.7494624020299,295.08363636054344,1438.6415003999998,False,False
Kepler-1506 b,b,Kepler-1506,1.32,0.11776251,2.3,0.00724,M-R relationship,5.5,783.0,235.807,14.0329154,0.1168,0.0,89.85,0.02109,6.844,0.013369,15.82,0.044,2016,Transit,Kepler,0.95 m Kepler Telescope,5676.0,0.93,0.95,0.42561,4.49,3.98,0.38064,-0.05,,,1,1,0,2366.02,290.1498822,41.4645625,19h20m35.97s,+41d27m52.42s,12.55055,73.33499,0.258139258651901,-0.7035002764100002,0.6621566916022975,0,0,1,0,0,15.836,14.082,15.6243,15.1393,TIC 122298422,Gaia DR3 2101797535418431104,,Super-Earth,Super-Earth,30.0,7.7k light-years,14.0 days,2.3 Earth masses,1.32 Earth radii,610.7626487555708,-1664.4957239915886,1566.6759754648679,7716.916191199999,False,False
HAT-P-22 b,b,HAT-P-22,12.89035,1.15,785.0401,2.47,Mass,2.14,1463.0,325.569,3.21222,0.0414,0.02,86.9,1.1,2.653,0.1065,8.58,0.466,2010,Transit,HATNet,Canon 200mm f/1.8L,5302.0,1.11,1.13,-0.114,4.36,12.4,1.16,0.24,28.7,G5 V,2,1,0,81.7647,155.6814593,50.1287115,10h22m43.55s,+50d07m43.36s,53.56645,163.64677,-0.584183450240639,0.2639965537458966,0.7674864924382921,0,0,1,1,0,9.763,7.837,9.51936,9.007,TIC 252479260,Gaia DR3 846946629987527168,G,Gas Giant,Hot Jupiter,20.0,267 light-years,3.2 days,2.5 Jupiter masses,1.2 Jupiter radii,-47.765584553890776,21.58559901806711,62.75330280826923,266.680474932,False,False
K2-25 b,b,K2-25,3.44,0.306,24.5,0.07708562,Mass,3.31,494.0,9.91,3.48456408,0.0287,0.428,87.16,1.155,0.7637,0.1075,21.09,0.628,2015,Transit,K2,0.95 m Kepler Telescope,3207.0,0.2932,0.2634,-2.08831,4.944,0.73,14.6,0.15,1.878,M4.5 V,1,1,0,44.9565,63.2739346,15.2477027,04h13m05.74s,+15d14m51.73s,-25.29268,178.25572,0.4338940796800449,0.8617255110722056,0.2629925306657069,0,0,1,1,0,16.21,10.444,14.3817,13.0275,TIC 434226736,Gaia DR3 3311804515502788352,M,Sub-Neptune,Mini-Neptune,12.0,147 light-years,3.5 days,24 Earth masses,3.4 Earth radii,19.50635919313594,38.740162938517614,11.82322370487285,146.62832214,False,False
CoRoT-3 b,b,CoRoT-3,11.32,1.01,6883.91,21.66,Mass,26.4,1695.0,,4.2568,0.05783,0.0,85.9,0.4398,3.384,0.0663,7.8,0.55,2008,Transit,CoRoT,0.27 m CoRoT Telescope,6740.0,1.56,1.37,0.39086,4.22,2.2,0.431,0.14,,F3 V,1,1,0,768.771,292.0552827,0.1218359,19h28m13.27s,+00d07m18.61s,-8.12065,37.26302,0.375500177320699,-0.9268198827723017,0.002126435999599,0,0,1,1,0,13.448,11.618,13.2188,12.7127,TIC 392353449,Gaia DR3 4263427117767106816,F,Gas Giant,Hot Jupiter,15.0,2.5k light-years,4.3 days,21.7 Jupiter masses,1.0 Jupiter radii,288.6736468190111,-712.5122480987451,1.6347423298477226,2507.3927427599997,False,False
HD 205739 b,b,HD 205739,13.6,1.21,435.41,1.37,Msini,0.951,,,279.8,0.896,0.27,,,,,,,2008,Radial Velocity,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,6176.0,1.33,1.22,0.36,4.29,2.84,0.67944,0.19,,F7 V,1,1,0,92.5087,324.5351273,-31.7378373,21h38m08.43s,-31d44m16.21s,-47.99934,14.61325,0.6926785202608399,-0.4934423268499145,-0.526033399740164,0,0,0,1,0,8.56,7.299,8.41991,8.0553,TIC 270501383,Gaia DR3 6592695123423391616,F,Gas Giant,Jovian,15.0,302 light-years,9.3 months,1.4 Jupiter masses,1.2 Jupiter radii,64.07878942725397,-45.647708181860686,-48.66266596654292,301.722675572,False,False
NGTS-10 b,b,NGTS-10,13.506845,1.205,687.14846,2.162,Mass,1.43,1332.0,,0.7668944,0.0143,0.0,,,1.091,0.1765,4.447,0.8523,2020,Transit,Next-Generation Transit Survey (NGTS),20 cm NGTS telescope,4600.0,0.697,0.696,-0.75673,4.595,10.4,,-0.02,17.29,K5 V,1,1,0,324.69865036,91.8722801,-25.5948963,06h07m29.35s,-25d35m41.63s,-20.48518,232.0045,-0.029465602299279,0.901389538206052,-0.4320054151209458,0,0,1,1,0,14.506,11.728,14.2604,13.605,TIC 37348844,Gaia DR3 2911987212510959232,K,Gas Giant,Hot Jupiter,18.0,1.1k light-years,18.4 hours,2.2 Jupiter masses,1.2 Jupiter radii,-9.567441298620404,292.67996650412874,-140.27157523798263,1059.0241300681614,False,False
HD 224693 b,b,HD 224693,14.0,1.25,222.481,0.7,Msini,0.446,,,26.6904,0.191,0.104,,,,,,,2006,Radial Velocity,W. M. Keck Observatory,10 m Keck I Telescope,5894.0,1.93,1.31,0.61,4.38,4.12,0.233326,0.27,,G2 V,1,1,0,93.5015,359.9749837,-22.4279999,23h59m54.00s,-22d25m40.80s,-77.40177,52.02077,0.9243596096612668,-0.0004035909620061,-0.3815221476417926,0,0,0,1,0,8.23,6.808,8.08528,7.6726,TIC 114807081,Gaia DR3 2340155679036275200,G,Gas Giant,Jovian,20.0,305 light-years,26.7 days,222 Earth masses,1.2 Jupiter radii,86.42901004274293,-0.037736360334013355,-35.672893087729065,304.96075233999994,False,False
HD 179079 b,b,HD 179079,5.48,0.488,25.74423,0.081,Msini,0.86,,,14.479,0.1214,0.049,,,,,,,2008,Radial Velocity,W. M. Keck Observatory,10 m Keck I Telescope,5646.0,1.63,1.14,0.38,4.16,6.99,0.2585,0.24,,G5 IV,1,1,0,69.7116,287.7903733,-2.6387703,19h11m09.69s,-02d38m19.57s,-5.59005,32.82704,0.3052113503368909,-0.9511710922136049,-0.0460389504953099,0,0,0,1,0,7.95,6.311,7.77454,7.3186,TIC 48917782,Gaia DR3 4261265619668314624,G,Neptune-like,Ice Giant,20.0,227 light-years,14.5 days,26 Earth masses,5.5 Earth radii,21.276771570145204,-66.30765871195794,-3.209448901348846,227.368566096,False,False
HD 156279 b,b,HD 156279,12.5,1.12,2997.75753482,9.432,Msini,8.43,,,133.40355,0.502,0.647,87.0,,,,,,2011,Radial Velocity,Haute-Provence Observatory,1.93 m Telescope,5453.0,0.95,0.94,-0.14596,4.46,4.1,1.492851,0.14,,G6,1,2,0,36.1945,258.0966686,63.3527828,17h12m23.20s,+63d21m10.02s,35.08164,93.08627,-0.0925072286875007,-0.438851796285924,0.8937849369603273,0,0,0,1,0,8.07,6.269,7.86569,7.3759,TIC 232606278,Gaia DR3 1631084478574318976,G,Gas Giant,Jovian,20.0,118 light-years,4.4 months,9.4 Jupiter masses,1.1 Jupiter radii,-3.348252888729744,-15.884021340670877,32.350098900810565,118.05053341999998,False,False
HD 12661 b,b,HD 12661,13.3,1.18,772.3269,2.43,Msini,1.8,,,262.70862,0.84,0.38,86.0,,,,,,2000,Radial Velocity,Multiple Observatories,Multiple Telescopes,5645.0,1.2,1.2,0.1327,4.36,6.39,0.78842,0.36,,K0,1,2,0,37.8478,31.1423525,25.4135632,02h04m34.16s,+25d24m48.83s,-34.58321,143.06278,0.7730642309413499,0.4671218941202457,0.4291489611691648,0,0,0,1,0,7.43,5.861,7.24746,6.7944,TIC 118268680,Gaia DR3 105332908999068032,K,Gas Giant,Jovian,18.0,123 light-years,8.8 months,2.4 Jupiter masses,1.2 Jupiter radii,29.258780399822022,17.679536024284236,16.242344052538314,123.44287056799999,False,False
2MASS J12073346-3932539 b,b,2MASS J12073346-3932539,12.9,1.15,1589.15,5.0,Mass,4.07,1250.0,,,55.0,,,,,,,,2004,Imaging,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,2825.0,0.21887,0.024,-2.56086,5.03186,0.008,25.279454,,,M8,1,1,0,64.308,181.8890906,-39.5484399,12h07m33.38s,-39d32m54.38s,22.54309,293.79011,-0.7706674671648801,-0.0254187734949328,-0.6367303518819263,0,0,0,0,0,20.15,11.945,17.4076,15.662,TIC 102076870,Gaia DR3 3459372646830687104,M,Gas Giant,Hot Jupiter,12.0,210 light-years,,5.0 Jupiter masses,1.2 Jupiter radii,-49.56008347843912,-1.6346304859121386,-40.94685546882292,209.74440048,False,False
HD 16417 b,b,HD 16417,5.0,0.446,22.1,0.0696,Msini,0.972,,,17.24,0.14,0.2,,,,,,,2008,Radial Velocity,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,5841.0,1.639984,1.2,0.44317,4.16,7.0,0.350778,0.06,,G1 V,2,1,0,25.3936,39.2441029,-34.5790905,02h36m58.58s,-34d34m44.73s,-66.2377,237.69566,0.6376447959047857,0.5208682204386345,-0.567543312173295,0,0,0,1,0,5.78,4.246,5.61319,5.182,TIC 122555698,Gaia DR3 5062172841616745856,G,Neptune-like,Ice Giant,20.0,82.8 light-years,17.2 days,22 Earth masses,5.0 Earth radii,16.192096889287768,13.226719242530507,-14.411967852003784,82.82275001599999,False,False
HD 19994 b,b,HD 19994,13.6,1.21,435.41,1.37,Msini,0.951,,,466.2,1.305,0.063,,,,,,,2003,Radial Velocity,La Silla Observatory,1.2 m Leonhard Euler Telescope,6188.0,1.79647,1.365,0.58,4.29,2.4,0.277213,0.27,,F8 V,3,1,0,22.5242,48.1943193,-1.1963955,03h12m46.64s,-01d11m47.02s,-47.34122,181.50523,0.6664610577594182,0.7452474112663539,-0.0208795232463569,0,0,0,1,0,5.06345,3.748,4.93038,4.5599,TIC 49845357,Gaia DR3 3265335443260522112,F,Gas Giant,Jovian,15.0,73.5 light-years,1.3 years,1.4 Jupiter masses,1.2 Jupiter radii,15.011502157184688,16.78610174084561,-0.4702945575055921,73.464029752,False,False
61 Vir b,b,61 Vir,2.11,0.188,5.1,0.016,Msini,2.98,,,4.215,0.050201,0.12,,,,,,,2009,Radial Velocity,Multiple Observatories,Multiple Telescopes,5577.0,0.963,0.942,-0.095,4.34,8.96,1.44933,-0.01,,G5 V,1,3,0,8.50332,199.596455,-18.3157745,13h18m23.15s,-18d18m56.79s,44.08875,311.85177,-0.8943515765684545,-0.3184019211916161,-0.3142538370028405,0,0,0,1,0,4.6955,2.956,4.54052,4.085,TIC 422478973,Gaia DR3 3507879565090229888,G,Sub-Neptune,Mini-Neptune,30.0,27.7 light-years,4.2 days,5.1 Earth masses,2.1 Earth radii,-7.604957648066072,-2.7074734245070933,-2.6722009372629936,27.7340883792,False,False
HD 156279 c,c,HD 156279,12.5,1.11,3098.82696825,9.75,Mass,8.72,,,4818.25358,5.486,0.261,74.699,,,,,,2018,Radial Velocity,W. M. Keck Observatory,10 m Keck I Telescope,5453.0,0.95,0.94,-0.14596,4.46,4.1,1.492851,0.14,,G6,1,2,0,36.1945,258.0966686,63.3527828,17h12m23.20s,+63d21m10.02s,35.08164,93.08627,-0.0925072286875007,-0.438851796285924,0.8937849369603273,0,0,0,1,0,8.07,6.269,7.86569,7.3759,TIC 232606278,Gaia DR3 1631084478574318976,G,Gas Giant,Jovian,20.0,118 light-years,13.2 years,9.8 Jupiter masses,1.1 Jupiter radii,-3.348252888729744,-15.884021340670877,32.350098900810565,118.05053341999998,False,False
GJ 179 b,b,GJ 179,13.8,1.23,301.93698665,0.95,Mass,0.631,,,2288.0,2.41,0.21,61.0,,,,,,2009,Radial Velocity,W. M. Keck Observatory,10 m Keck I Telescope,3370.0,0.38,0.357,-1.796,4.83,,9.675469,0.3,,M3.5 V,1,1,0,12.356,73.0245495,6.4752347,04h52m05.89s,+06d28m30.84s,-22.86269,192.2274,0.2900994156982563,0.9503285807035692,0.1127737456568232,0,0,0,1,0,11.963,6.942,10.7055,9.44636,TIC 450102450,Gaia DR3 3288082758293022848,M,Gas Giant,Jovian,12.0,40.3 light-years,6.3 years,302 Earth masses,1.2 Jupiter radii,3.584468380367655,11.7422599431733,1.3934324013357076,40.299835359999996,False,False
GQ Lup b,b,GQ Lup,33.6,3.0,6356.0,20.0,Mass,0.921,2650.0,,,100.0,,,,,,,,2004,Imaging,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,4360.0,1.94153,0.7,-0.07239,3.65,0.001,,-0.35,,K7e V,1,1,0,151.169,237.3003643,-35.6515055,15h49m12.09s,-35d39m05.42s,14.51078,338.9253,-0.438982586069724,-0.6837952144950163,-0.5828536641055385,0,0,0,0,0,11.593,7.096,11.2608,10.3965,TIC 442623945,Gaia DR3 6011522757643074304,K,Gas Giant,Hot Jupiter,18.0,493 light-years,,20.0 Jupiter masses,3.0 Jupiter radii,-66.36055855357411,-103.36863877999713,-88.10940554917016,493.04676364,False,False
GJ 832 b,b,GJ 832,13.8,1.23,314.65012293,0.99,Mass,0.658,,,3853.0,3.7,0.05,51.0,,,,,,2008,Radial Velocity,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,3472.0,0.441557,0.45,-1.585,4.78905,8.1,7.164032,-0.3,,M2/3 V,1,1,0,4.96435,323.3912616,-49.0125169,21h33m33.90s,-49d00m45.06s,-46.34872,349.16814,0.5265036281227565,-0.3911407044452526,-0.7548528856006615,0,0,0,1,0,8.66,4.501,7.73761,6.68,TIC 139754153,Gaia DR3 6562924609150908416,M,Gas Giant,Jovian,12.0,16.2 light-years,10.5 years,315 Earth masses,1.2 Jupiter radii,2.613748286271206,-1.9417593561127897,-3.747353922631644,16.191525386,False,False
HD 37605 b,b,HD 37605,13.2,1.18,854.9627,2.69,Msini,2.04,,,55.01292,0.277,0.6745,,,,,,,2004,Radial Velocity,McDonald Observatory,9.2 m Hobby-Eberly Telescope,5329.0,0.91,0.94,-0.22,4.511,5.65,1.367928,0.27,,K0,1,2,0,46.7864,85.0074276,6.0595116,05h40m01.78s,+06d03m34.24s,-12.89566,199.1055,0.0865403631841706,0.9906399741885829,0.1055613900988225,0,0,0,1,0,8.67,6.815,8.46192,7.955,TIC 144730053,Gaia DR3 3332911492327546368,K,Gas Giant,Jovian,18.0,153 light-years,1.8 months,2.7 Jupiter masses,1.2 Jupiter radii,4.048912048079879,46.348478088376716,4.9388374217195485,152.596650784,False,False
HD 33283 b,b,HD 33283,12.5,1.12,104.56607,0.329,Msini,0.294,,,18.1991,0.1508,0.399,,,,,,,2006,Radial Velocity,W. M. Keck Observatory,10 m Keck I Telescope,5935.0,1.97,1.38,0.64,4.12,3.63,0.214497,0.35,,G3/G5 V,2,1,0,89.8623,77.0044889,-26.7976689,05h08m01.08s,-26d47m51.61s,-33.50524,228.49712,0.2007241070122285,0.8697425036099959,-0.4508412251318191,0,0,0,1,0,8.05,6.646,7.89933,7.4915,TIC 13147218,Gaia DR3 2955981936912654592,G,Gas Giant,Jovian,20.0,293 light-years,18.2 days,105 Earth masses,1.1 Jupiter radii,18.037529921564982,78.15706178215254,-40.513629425163074,293.091283188,False,False
Kepler-4 b,b,Kepler-4,4.002,0.357,24.472,0.077,Mass,1.91,1650.0,1245.431,3.21346,0.0456,0.0,89.76,0.087,3.98235,0.0247,6.47,0.022,2009,Transit,Kepler,0.95 m Kepler Telescope,5857.0,1.487,1.223,0.354,4.17,4.5,0.46728,0.17,,,1,1,0,487.916,285.6154492,50.1357712,19h02m27.71s,+50d08m08.78s,18.81834,80.37016,0.1725361422623288,-0.61731233626151,0.7675654754563872,0,0,1,1,0,12.285,10.805,12.1577,11.7266,TIC 350814622,Gaia DR3 2132152916856093952,,Neptune-like,Hot Neptune,0.0,1.6k light-years,3.2 days,24 Earth masses,4.0 Earth radii,84.18314438806642,-301.19656585937093,374.50747652277863,1591.36730896,False,False
HD 9446 b,b,HD 9446,14.0,1.25,222.472,0.7,Msini,0.446,,,30.052,0.189,0.2,,,,,,,2009,Radial Velocity,Haute-Provence Observatory,1.93 m Telescope,5793.0,1.0,1.0,0.04139,4.53,,1.517227,0.09,,G5 V,1,2,0,50.3503,23.3350424,29.2649187,01h33m20.41s,+29d15m53.71s,-32.7211,133.79881,0.8010127304236847,0.3455515038686243,0.4888484058205832,0,0,0,1,0,8.35,6.851,8.2095,7.7764,TIC 18277196,Gaia DR3 302956655074266112,G,Gas Giant,Jovian,20.0,164 light-years,1.0 months,222 Earth masses,1.2 Jupiter radii,40.33123128065165,17.398621885236395,24.61366388758811,164.22052446799998,False,False
61 Vir c,c,61 Vir,4.46,0.398,18.2,0.057,Msini,1.13,,,38.021,0.2175,0.14,,,,,,,2009,Radial Velocity,Multiple Observatories,Multiple Telescopes,5577.0,0.963,0.942,-0.095,4.34,8.96,1.44933,-0.01,,G5 V,1,3,0,8.50332,199.596455,-18.3157745,13h18m23.15s,-18d18m56.79s,44.08875,311.85177,-0.8943515765684545,-0.3184019211916161,-0.3142538370028405,0,0,0,1,0,4.6955,2.956,4.54052,4.085,TIC 422478973,Gaia DR3 3507879565090229888,G,Neptune-like,Ice Giant,20.0,27.7 light-years,1.3 months,18 Earth masses,4.5 Earth radii,-7.604957648066072,-2.7074734245070933,-2.6722009372629936,27.7340883792,False,False
61 Vir d,d,61 Vir,5.11,0.456,22.9,0.072,Msini,0.943,,,123.01,0.476,0.35,,,,,,,2009,Radial Velocity,Multiple Observatories,Multiple Telescopes,5577.0,0.963,0.942,-0.095,4.34,8.96,1.44933,-0.01,,G5 V,1,3,0,8.50332,199.596455,-18.3157745,13h18m23.15s,-18d18m56.79s,44.08875,311.85177,-0.8943515765684545,-0.3184019211916161,-0.3142538370028405,0,0,0,1,0,4.6955,2.956,4.54052,4.085,TIC 422478973,Gaia DR3 3507879565090229888,G,Neptune-like,Ice Giant,20.0,27.7 light-years,4.1 months,23 Earth masses,5.1 Earth radii,-7.604957648066072,-2.7074734245070933,-2.6722009372629936,27.7340883792,False,False
HD 134987 c,c,HD 134987,13.9,1.24,260.0,0.82,Msini,0.532,,,5000.0,5.8,0.12,,,,,,,2009,Radial Velocity,Multiple Observatories,Multiple Telescopes,5585.0,1.25,1.1,0.25527,4.31,8.4,0.683202,0.28,,G5 V,1,2,0,26.1804,228.3675397,-25.3096721,15h13m28.21s,-25d18m34.82s,27.3871,339.18433,-0.6005790912885048,-0.6756771037082911,-0.4275104754639927,0,0,0,1,0,6.47,4.882,6.28994,5.841,TIC 61397572,Gaia DR3 6226694571859532800,G,Gas Giant,Jovian,20.0,85.4 light-years,13.7 years,260 Earth masses,1.2 Jupiter radii,-15.723400841569571,-17.689496845924545,-11.192395251837514,85.38894542399998,False,False
HD 110014 b,b,HD 110014,12.4,1.11,3524.59,11.09,Msini,10.2,,,835.477,2.14,0.462,,,,,,,2009,Radial Velocity,La Silla Observatory,Multiple Telescopes,4445.0,20.9,2.17,2.30408,2.1,0.95,,0.19,,K2 III,1,1,0,100.758,189.8111935,-7.9956702,12h39m14.69s,-07d59m44.41s,54.75208,297.69653,-0.9757953894384928,-0.1687454596213417,-0.1390982667316964,0,0,0,1,0,4.64597,2.011,4.31048,3.64306,TIC 32448045,Gaia DR3 3676091134604409728,K,Gas Giant,Jovian,18.0,329 light-years,2.3 years,11.1 Jupiter masses,1.1 Jupiter radii,-98.31919184904365,-17.002455020527144,-14.015263159352266,328.62826248,False,False
HD 79498 b,b,HD 79498,13.6,1.22,425.8922,1.34,Msini,0.93,,,1807.0,2.98,0.575,,,,,,,2011,Radial Velocity,McDonald Observatory,2.7 m Harlan J. Smith Telescope,5748.0,1.05,1.08,0.03,4.37,2.71,1.00985,0.18,,G5,2,1,0,48.9489,138.7885794,23.3748792,09h15m09.26s,+23d22m29.57s,41.32122,204.70286,-0.6905426787017214,0.6047675914912721,0.3967454715221042,0,0,0,1,0,8.05,6.53,7.8859,7.4502,TIC 85998162,Gaia DR3 686996756484129664,G,Gas Giant,Jovian,20.0,160 light-years,4.9 years,1.3 Jupiter masses,1.2 Jupiter radii,-33.801304525502694,29.60270835914713,19.420254410988328,159.649774284,False,False
WASP-43 b,b,WASP-43,10.424,0.93,565.714,1.78,Mass,2.939,1426.7,680.8953,0.813475,0.0142,0.0,82.6,2.55,1.1592,0.1594,4.86,0.698,2011,Transit,SuperWASP,Canon 200mm f/1.8L,4400.0,0.6,0.58,-0.82509,4.65,7.0,2.526,-0.05,15.6,K7 V,1,1,0,86.7467,154.9081869,-9.8064431,10h19m37.96s,-09d48m23.20s,37.86975,252.78676,-0.8923970267904859,0.4178738307401023,-0.1703203104685198,0,0,1,1,1,12.305,9.267,11.907,11.1184,TIC 36734222,Gaia DR3 3767805209112436736,K,Gas Giant,Hot Jupiter,18.0,283 light-years,19.5 hours,1.8 Jupiter masses,10.4 Earth radii,-77.41249716388624,36.24917583306244,-14.774724876119548,282.929566852,False,False
HD 45652 b,b,HD 45652,14.3,1.28,137.62039,0.433,Msini,0.259,,,44.073,0.237,0.607,,,,,,,2008,Radial Velocity,Haute-Provence Observatory,1.93 m Telescope,5294.0,0.94,0.92,-0.2,4.2,8.4,1.461073,0.26,,G8/K0,1,1,0,34.8541,97.3058709,10.9336212,06h29m13.41s,+10d56m01.04s,0.11002,200.68451,-0.1248578691456824,0.9738763717278246,0.189671624400298,0,0,0,1,0,8.1,6.263,7.9118,7.4002,TIC 206948365,Gaia DR3 3327980255695313792,G,Gas Giant,Jovian,20.0,114 light-years,1.5 months,138 Earth masses,1.3 Jupiter radii,-4.35180865699053,33.943584447838774,6.610833764010427,113.678738396,False,False
HIP 79431 b,b,HIP 79431,13.4,1.19,667.415,2.1,Msini,1.52,,,111.7,0.36,0.29,,,,,,,2009,Radial Velocity,W. M. Keck Observatory,10 m Keck I Telescope,3191.0,0.478625,0.49,-1.54921,4.75617,,6.127415,0.4,,M3 V,1,1,0,14.5324,243.1742467,-18.8764247,16h12m41.82s,-18d52m35.13s,22.96885,355.19966,-0.4270082764351135,-0.8443894214307472,-0.3235281082560858,0,0,0,1,0,11.394,6.589,10.2351,9.04952,TIC 49324530,Gaia DR3 6245870673116518784,M,Gas Giant,Jovian,12.0,47.4 light-years,3.7 months,2.1 Jupiter masses,1.2 Jupiter radii,-6.205455076465644,-12.271004828000192,-4.701639880420742,47.398294544,False,False
HD 3167 b,b,HD 3167,1.67,0.14898768,4.97,0.01563737,Mass,5.6,1774.0,1650.0,0.959641,0.01796,0.0,83.4,0.0294,1.609,0.01725,4.45,0.11,2016,Transit,K2,0.95 m Kepler Telescope,5261.0,0.88,0.837,-0.27003,4.53,7.8,1.817266,0.04,23.52,K0 V,1,4,0,47.2899,8.7401487,4.3807215,00h34m57.64s,+04d22m50.60s,-58.2406,115.11108,0.9855000866454772,0.1515095168916801,0.076383542160642,0,0,1,1,0,8.97,7.066,8.76221,8.2491,TIC 318707987,Gaia DR3 2554032474712538880,K,Super-Earth,Lava World,38.0,154 light-years,23.0 hours,5.0 Earth masses,1.67 Earth radii,46.60420054745595,7.164869902855863,3.612170070422544,154.238846244,False,False
GJ 876 b,b,GJ 876,13.3,1.19,723.2235,2.2756,Mass,1.69,,,61.1166,0.208317,0.0324,59.0,,,,,,1998,Radial Velocity,Multiple Observatories,Multiple Telescopes,3293.74,0.3,0.32,-1.90658,4.87177,1.0,10.865574,0.2129,,M2.5V,1,4,0,4.67517,343.3239737,-14.2665958,22h53m17.75s,-14d15m59.74s,-59.63511,52.00313,0.928399285591086,-0.2781097615002609,-0.2464340217425938,0,0,0,1,0,10.16,5.01,8.8753,7.57703,TIC 188580272,Gaia DR3 2603090003484152064,M,Gas Giant,Jovian,12.0,15.2 light-years,2.0 months,2.3 Jupiter masses,1.2 Jupiter radii,4.340424488016877,-1.3002104136731747,-1.152120945430322,15.248347465199998,False,False
HD 114783 c,c,HD 114783,13.4,1.2,603.8739733,1.9,Mass,1.38,,,4352.0,5.0,0.05,159.0,,,,,,2018,Radial Velocity,W. M. Keck Observatory,10 m Keck I Telescope,5135.0,0.840622,0.9,-0.3725,4.525599,6.0,2.025864,0.21,,K1 V,1,2,0,21.0628,198.1818436,-2.2649921,13h12m43.64s,-02d15m53.97s,60.16222,313.66815,-0.9493287166478404,-0.311790084246394,-0.0395212741873385,0,0,0,1,0,7.56,5.475,7.31783,6.7671,TIC 292113181,Gaia DR3 3684934540986187776,K,Gas Giant,Jovian,18.0,68.7 light-years,11.9 years,1.9 Jupiter masses,1.2 Jupiter radii,-19.99552089301013,-6.567172186464947,-0.8324286939530734,68.697585968,False,False
HD 47186 c,c,HD 47186,13.0,1.16,111.42,0.35061,Msini,0.279,,,1353.6,2.395,0.249,,,,,,,2008,Radial Velocity,La Silla Observatory,3.6 m ESO Telescope,5657.0,1.08,0.96,0.04298,4.36,6.5,1.057093,0.24,,G6 V,1,2,0,37.4574,99.0367212,-27.6234285,06h36m08.81s,-27d37m24.34s,-15.30712,236.50396,-0.1391639675933626,0.8750167466976378,-0.4636583689769391,0,0,0,1,0,7.63,6.005,7.44897,6.9941,TIC 101145648,Gaia DR3 2919760965880144384,G,Gas Giant,Jovian,20.0,122 light-years,3.7 years,111 Earth masses,1.2 Jupiter radii,-5.21272039973162,32.7758522877521,-17.367436990116797,122.16955754399999,False,False
